Phase	Main goal	Source objects/dependencies	Definitions/objects	Current code modules	Target modules/objects	Proof goals	Phase status	Object link policy	Object link explanation	Child object scope	Context class	Phase documentation tier	Phase documentation depth requirement	Change version	Change timestamp	Change class	Change note
22.5	Roadmap D/E bridge, local covariance and renormalized local dynamics audit	22; roadmap D minimal file tree, D/E chain sheet and physical-completeness gates	InterfaceCausality; LocalCovariance; RelativeCauchyEvolution; DynamicalLocality; HadamardStateSeed; MicrolocalSpectrumGate; LocalWickPolynomialsSeed; DerivedStressTensorSeed; DHR/DR/CPT/statistics bridge	15.6; 16.5; D04; DE00	RDV5 plus D04/DE00	Stage D/E so local covariance and microlocal/Hadamard/Wick prerequisites precede renormalized D-language and matter/charge/statistics reconstruction.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.6	Roadmap Feynman matter audit and late particle/scattering/IR horizon consolidation	22; roadmap Feynman audit matrix and late particle/scattering/IR horizon section	Time reversal alone is not matter; antiparticle/charge dictionary; spinor/CAR/Fock/statistics sign; ClusterDecompositionSeed; HaagRuelleSeed; ParticleInterpretationWindow; InfraredChargeClassSeed	16.5; 16.6; E04; E05	RDV6 plus E04/E05	Keep MatterTemplate/time-reversal/cone material weak until charge, statistics, representation and scattering/IR prerequisites are derived or clearly marked as windows.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.7	Roadmap meta-audit markers, context sheet and register alignment closeout	22; roadmap Meta-Audit-Marker, Instanz-/Kontextblatt, Prüfprotokoll and Variablen-/Namens-/Notationsregister	meta-audit marker ledger; path context sheet; variable/name/notation register split; protocol for AI/formalization/verification/semantic/physics truth levels	21.0; CEX11; object/classification registers; external_source_crosscheck	RDV0-RDV6; total declaration classification and context-class taxonomy	Close the roadmap integration audit only when meta-markers, context sheets and register separations are represented without creating new Fachobjekte from glossary or notation rows.	W	scope_only	closeout/scope phase over roadmap ledger objects	RDV0-RDV6	DocumentationPhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
23	REALOQS legacy code intake and AQFT migration audit block	uploaded REALOQS v0.0605 source zip; current CNNA V1.34 planning state; original roadmap block 22; future PillarB phases 13.1-13.9	legacy source inventory; AQFT foundation/gate migration map; A->B compatibility audit; noncomputable boundary-matrix rewrite plan; HK/GNS/KMS/modular target gates; regression-harness extraction; declaration crosswalk overlay	REALOQS legacy source archive and scan reports; current CNNA/PillarB has no substantive implementation in repo_snapshot	RLC0-RLC8 ledgers; future neutral CNNA PillarB/AQFT target modules after source-map closure	Use REALOQS AQFT code as a precise map of advanced implementation targets while preventing direct import. Every useful structure must be classified as direct-port-forbidden, semantic-rewrite, target-gate, regression-harness or reject/defer, then re-derived from CNNA source/handoff data.	W	scope_only	umbrella REALOQS legacy-code migration block; child phases own the registered RLC ledgers	RLC0-RLC8	LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.0	REALOQS v0.0605 source inventory and AQFT surface scan	23; uploaded REALOQS v0.0605 source zip	RLC0 source inventory: file/module/declaration counts, AQFT subset, PillarB gates/meta subset, noncomputable/simp/sorry scan	REALOQS v0.0605 source zip; generated scan data JSON/TSV	V1.35 REALOQS scan JSON and module TSV reports	Close the first scan of the uploaded legacy source and record that it is reference/migration evidence only.	G	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.1	AQFT foundation migration-disposition ledger	23.0; legacy modules StarAlgebra, State, CStarNorm, CStarState, CStarKMSState, LocalNet, StateNet	RLC1 foundation disposition: StarAlgebra, homs, states, CStar bundles, local nets, restriction/state-net structures	legacy AQFT foundation modules: StarAlgebra, State, CStarNorm, CStarState, CStarKMSState, LocalNet, StateNet	future CNNA/PillarB/AQFT foundation target profiles after A->B handoff source map	Decide which foundation objects are target profiles, which must be replaced by mathlib/native structures, and which are legacy-only. No structure may be imported before the CNNA source object and consumer rights are explicit.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.2	A->B handoff compatibility and dependency-inversion audit for legacy AQFT	23.0-23.1; current CNNA A->B handoff principle: B consumes Omega/L/regime/operator data, not ToC internals	RLC2 compatibility ledger: legacy imports of PillarA Core/BInterfaces/TreeOfCliques/config harness; required CNNA handoff replacements	legacy TreeOfCliquesFromPillarA, TreeOfCliquesExtendedFromPillarA and Meta/PillarB modules	CNNA A->B bright/interface handoff profile and neutral B consumer API	Identify every place where REALOQS B sees legacy A internals/configs and replace it by explicit CNNA A->B handoff contracts before B implementation.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.3	Boundary-matrix derived AQFT layer rewrite and noncomputable isolation plan	23.0; 28 legacy BoundaryMatrix derived modules; GNG operational constraints	RLC3 boundary-matrix rewrite ledger: algebra, CStar, dynamics, exp/unitary, Gibbs/KMS/GNS, modular, split, locality, observable basis, state nets	legacy BoundaryMatrix derived AQFT modules	future CNNA/PillarB/AQFT boundary operator consumer modules; mirror/non-operational analytic layer if required	Separate reusable target gates from noncomputable constructions and legacy simp-heavy proofs. Rebuild only from CNNA boundary operator L/regime data; operational path must remain clean.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.4	Haag-Kastler gate extraction and CNNA re-derivation chain	23.0; 23.1; future B local-net source objects	RLC4 HK gate ledger: isotony, locality, additivity, covariance, spectrum, vacuum, time-slice, strong additivity, split-property checks	legacy HaagKastler gate/support modules	future CNNA/PillarB/AQFT/HK gate modules in natural derivation order	Extract HK predicates as target gates and order them behind CNNA-derived local net/inclusion/algebra objects. Do not let spacetime/locality assumptions enter before Pillar C/D prerequisites exist.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.5	State, GNS, KMS, modular and time-orientation route comparison	23.1; 23.3; 13.4-13.5; roadmap B modular chain	RLC5 route map: StateOn, StateNet, GlobalStateCone, GNSDatum, StarAlgDynamics, KMSState, ModularKMSData, TimeReversal/TimeOrientation	legacy State, StateNet, GlobalCone, GNS, KMS, TimeOrientation, TimeReversal, RelativeEntropy and derived KMS/GNS/Modular modules	future CNNA/PillarB state/GNS/KMS/modular target sequence	Use legacy route order as comparison: state -> restriction/state net -> GNS -> dynamics/KMS -> modular data. Require CNNA source proofs and regime split before unitarity/open-system readings.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
23.6	Quasi-local, split, nuclearity and DHR/DR horizon alignment	23.4-23.5; roadmap phases 13.8-13.9; external AQFT targets	RLC6 horizon map: quasi-local carrier/completion/star algebra/state lift, split-property gate, nuclearity/DHR/DR target boundary	legacy QuasiLocal modules, legacy SplitProperty gate and roadmap B08	future CNNA/PillarB quasi-local/split/nuclearity/DHR/DR phases after modular B core	Prevent premature full-QFT claims: quasi-local/split code is a target horizon and consistency check, not a closed CNNA AQFT face until modular B and source handoffs exist.	R	direct			LegacyCodeReferencePhase	F1	Extended dossier required: legacy source path, migration disposition, dependency inversion risk, CNNA source objects required before reuse, target gates, and explicit distinction between legacy code evidence and CNNA-derived Lean closure.				
